,cognitive_process_dimension_level,knowledge_dimension_level,Analyzing,Understanding,Evaluating,Applying,Remembering,Creating,conceptual_knowledge,factual_knowledge,procedural_knowledge,metacognitive_knowledge,bloom_todo
13438,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13439,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13425,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13426,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13427,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13428,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13429,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13430,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13431,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13432,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13433,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13434,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13435,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13436,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13437,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13438,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13439,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13440,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13441,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13442,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13443,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13444,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13430,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13431,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13432,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13433,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13434,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13435,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13436,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13437,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13438,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13439,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13440,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13441,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13442,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13443,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13444,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13445,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13446,Analyzing,Factual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13447,Analyzing,Factual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13448,Analyzing,Factual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13449,Analyzing,Factual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13435,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13436,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13437,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13438,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13439,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13440,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13441,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13442,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13443,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13444,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13445,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13446,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13447,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13448,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
13449,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13450,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13451,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13452,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13453,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13454,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13440,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13441,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13442,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13443,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13444,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13445,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13446,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13447,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13448,"Understanding, Evaluating",Conceptual Knowledge,0,1,1,0,0,0,0,0,0,0,0
13449,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13450,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13451,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13452,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13453,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13454,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13455,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13456,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13457,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13458,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13459,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13445,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13446,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13447,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13448,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13449,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13450,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13451,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13452,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13453,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13454,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13455,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13456,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13457,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13458,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13459,Understanding,Procedural Knowledge,0,1,0,0,0,0,0,0,0,0,0
13460,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13461,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13462,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13463,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13464,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13450,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13451,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13452,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13453,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13454,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13455,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13456,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13457,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13458,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13459,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13460,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13461,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13462,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13463,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13464,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13465,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13466,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13467,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13468,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13469,"Applying, Evaluating",Conceptual Knowledge,0,0,1,1,0,0,0,0,0,0,0
13455,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13456,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13457,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13458,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13459,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13460,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13461,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13462,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13463,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13464,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
13465,"Understanding, Applying","Conceptual Knowledge, Procedural Knowledge",0,1,0,1,0,0,0,0,0,0,0
13466,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13467,Creating,"Conceptual Knowledge, Procedural Knowledge",0,0,0,0,0,1,0,0,0,0,0
13468,Creating,"Conceptual Knowledge, Procedural Knowledge",0,0,0,0,0,1,0,0,0,0,0
13469,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
13470,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
13471,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13472,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13473,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13474,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13460,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13461,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13462,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13463,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13464,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13465,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13466,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13467,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13468,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13469,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13470,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13471,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13472,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13473,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13474,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13475,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13476,"Applying, Creating",Procedural Knowledge,0,0,0,1,0,1,0,0,0,0,0
13477,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13478,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13479,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13465,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13466,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13467,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13468,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13469,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13470,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13471,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13472,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13473,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13474,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13475,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13476,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13477,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13478,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13479,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13480,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13481,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13482,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13483,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13484,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13470,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13471,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13472,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13473,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13474,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13475,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13476,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13477,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13478,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13479,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13480,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13481,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13482,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13483,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13484,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13485,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13486,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13487,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13488,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13489,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13475,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13476,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13477,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13478,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13479,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13480,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13481,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13482,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13483,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13484,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13485,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13486,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13487,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13488,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13489,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13490,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13491,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13492,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13493,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
13494,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13480,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13481,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13482,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13483,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13484,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13485,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13486,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13487,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13488,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13489,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13490,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13491,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13492,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13493,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
13494,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13495,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13496,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13497,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13498,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13499,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13485,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13486,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13487,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13488,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13489,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13490,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13491,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13492,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13493,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13494,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13495,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13496,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13497,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13498,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13499,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13500,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13501,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13502,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13503,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13504,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13490,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13491,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13492,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13493,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13494,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13495,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13496,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13497,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13498,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13499,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13500,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13501,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13502,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13503,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13504,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13505,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13506,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13507,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13508,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13509,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
13495,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13496,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13497,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13498,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13499,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13500,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13501,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13502,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13503,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13504,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13505,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
13506,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13507,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13508,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13509,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13510,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13511,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13512,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
13513,Evaluating,Metacognitive Knowledge,0,0,1,0,0,0,0,0,0,0,0
13514,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13500,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13501,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13502,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13503,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13504,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13505,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13506,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
13507,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
13508,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13509,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13510,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13511,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13512,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13513,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13514,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13515,Creating,"Conceptual Knowledge, Procedural Knowledge",0,0,0,0,0,1,0,0,0,0,0
13516,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13517,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13518,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13519,Evaluating,"Conceptual Knowledge, Procedural Knowledge",0,0,1,0,0,0,0,0,0,0,0
13505,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13506,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13507,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13508,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13509,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13510,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13511,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13512,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13513,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13514,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13515,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13516,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13517,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13518,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13519,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13520,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13521,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13522,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13523,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13524,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
13510,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
